,Title,Summary
71,trường đh bách khoa ký kết hợp tác với trường đh waikato tại diễn đàn hợp tác giáo dục việt nam – new zealand,"sáng 5/12/2022 tại thành phố hamilton, trong chuyến thăm chính thức new zealand, chủ tịch quốc hội vương đình huệ và đoàn đại biểu cấp cao quốc hội việt nam đã tham dự diễn đàn hợp tác giáo dục việt nam – new zealand. pgs.ts vũ hải quân - gđ đhqg-hcm là thành viên chính thức của đoàn trong chuyến công tác này."
72,học bổng honeywell uop dành cho sinh viên khoa kỹ thuật hóa học,"sáng 5/12, đại diện tập đoàn honeywell uop đã đến thăm và trao tặng 4 suất học bổng cho các sinh viên ngành kỹ thuật chế biến dầu khí thuộc khoa kỹ thuật hóa học trường đh bách khoa. mỗi suất học bổng trị giá 500usd."
73,trường đh bách khoa ký kết hợp tác với các trường đh australia tại diễn đàn hợp tác giáo dục việt nam - australia,"sáng 2/12, trong chuyến thăm chính thức australia, chủ tịch quốc hội vương đình huệ và đoàn đại biểu cấp cao quốc hội việt nam đã tham dự diễn đàn hợp tác giáo dục việt nam-australia. pgs.ts vũ hải quân - gđ đhqg-hcm là thành viên chính thức của đoàn trong chuyến công tác này."
74,7 đội sinh viên bách khoa tranh tài tại bosch future mobility challenge,"sáng 2/12, bosch việt nam tổ chức buổi gặp gỡ giữa 11 đội thi xuất sắc bước vào vòng trong của cuộc thi ""bosch future mobility challenge"". tại đây, các bạn sinh viên đã nhận mẫu xe mô hình (tỉ lệ 1/10 so với xe thật) từ bosch, bắt đầu cho hành trình nghiên cứu nhằm đề xuất và sáng tạo các giải pháp cho xe hơi."
75,"chúc mừng 07 nhà giáo trường đh bách khoa được công nhận đạt tiêu chuẩn chức danh giáo sư, phó giáo sư năm 2022","mới đây, hội đồng giáo sư nhà nước đã ban hành quyết định công nhận đạt tiêu chuẩn chức danh cho 34 giáo sư và 349 phó giáo sư năm 2022. trong đó, trường đh bách khoa - đhqg-hcm có 01 tân giáo sư và 06 tân phó giáo sư đạt tiêu chuẩn, gồm:"
76,07 sinh viên trường đh bách khoa nhận học bổng pony chung,
77,đoàn đại sứ và doanh nghiệp thụy điển ươm mầm tinh thần “tiên phong đột phá” cho sinh viên bách khoa,"chiều 25/11/2022, đoàn đại sứ quán thụy điển tại việt nam do ông ola karlman, trưởng ban xúc tiến, kinh tế và chính trị, đại sứ quán thụy điển tại việt nam cùng lãnh đạo các doanh nghiệp thụy điển đã có buổi giao lưu tại trường đh bách khoa (đhqg-hcm) trong chương trình “tiên phong đột phá 2022” (pioneer the possible 2022) để chia sẻ về quá trình đổi mới sáng tạo, thúc đẩy phát triển bền vững của các doanh nghiệp thụy điển ngoài nước nói chung và tại việt nam nói riêng."
78,"hội nghị viên chức, người lao động trường đh bách khoa năm học 2022 - 2023","sáng ngày 29/11, trường đh bách khoa - đhqg-hcm tổ chức hội nghị viên chức, người lao động năm học 2021 – 2022. pgs.ts mai thanh phong - hiệu trưởng nhà trường; pgs.ts.lê thị hồng nhan - chủ tịch công đoàn trường chủ trì hội nghị."
79,thầy trò trường đh bách khoa - đhqg-hcm được vinh danh tại hai giải thưởng danh giá,"tối 27/11, lễ trao giải thưởng khoa học công nghệ quả cầu vàng và giải thưởng nữ sinh khoa học công nghệ việt nam đã diễn ra tại hà nội. chương trình do trung ương đoàn thanh niên cộng sản hồ chí minh phối hợp với bộ khoa học và công nghệ tổ chức."
80,hai dự án của sinh viên bách khoa đạt giải cao cuộc thi insee prize 2022,"tối 23/11, vòng chung kết, trao giải cuộc thi insee prize 2022 đã diễn ra tại tp.hcm. hai dự án của sinh viên trường đh bách khoa đã bản lĩnh vượt qua các đối thủ đến từ các trường đh khác để giành chiến thắng chung cuộc."
81,chủ tịch nước trao giải thưởng hồ chí minh cho giảng viên trường đh bách khoa-đhqg-hcm,"tối 23/11, tại nhà hát lớn hà nội, chủ tịch nước nguyễn xuân phúc đã trao giải thưởng hồ chí minh cho ngnd.gs.ts trần doãn sơn - giảng viên khoa cơ khí trường đh bách khoa-đhqg-hcm. giải thưởng do bộ khoa học và công nghệ chủ trì, tổ chức."
82,góc tin khởi nghiệp - đổi mới sáng tạo tháng 11/2022,"góc tin khởi nghiệp - đổi mới sáng tạo tháng 7 và 8/2022 với các hoạt động hỗ trợ cuộc thi bách khoa innovation 2022 và thông tin về các buổi hội thảo quan trọng các hoạt động hỗ trợ khởi nghiệp, ươm tạo doanh nghiệp."
83,sinh viên sáng tạo hệ thống logistics tối ưu hoá quy trình thu gom rác hữu cơ,"dự án “hệ thống logistics tối ưu cho tái chế hữu cơ” của nhóm sinh viên trường đại học bách khoa, đhqg-hcm nhằm giúp thu gom và phân bố rác hữu cơ từ các đơn vị vận chuyển, đơn vị thu gom, các tổ chức xử lý đến các hộ dân thông qua phần mềm."
84,tp.hcm thúc đẩy phát triển mô hình “đại học khởi nghiệp”,"nhiều thông tin, kinh nghiệm, kết quả nghiên cứu liên quan đến việc tìm kiếm và xây dựng mô hình “đại học khởi nghiệp” được các chuyên gia chia sẻ, đề xuất tại hội thảo “đại học khởi nghiệp - mô hình và giải pháp”."
85,gần 2.800 tân khoa nhận bằng tốt nghiệp đợt tháng 11/2022,"sáng ngày 18/11/2022, trường đh bách khoa - đhqg-hcm tổ chức lễ tốt nghiệp và trao bằng đợt tháng 11/2022. lễ tốt nghiệp diễn ra từ 18-20/11/2022, sau buổi lễ chính là chương trình lễ của các khoa, trung tâm. đợt này, trường đh bách khoa có gần 2.800 tân tiến sỹ, thạc sĩ, kỹ sư, kiến trúc sư, cử nhân. trong đó, có 27 tiến sĩ, 228 thạc sĩ và trên 2.500 tân kỹ sư, kiến trúc sư, cử nhân tốt nghiệp."
86,32 nữ sinh viên bách khoa xuất sắc nhận học bổng nữ sinh viên kỹ thuật amcham năm 2022,"mới đây, hiệp hội thương mại mỹ tại việt nam tổ chức lễ trao tặng học bổng nữ sinh viên kỹ thuật (women in engineering 2022 - acwes) cho các nữ sinh viên kỹ thuật có thành tích học tập và hoạt động xã hội nổi bật, xuất sắc vượt qua được tất cả các vòng tuyển chọn của chương trình vào ngày 11/11/2022 tại ks new word (q1, tp. hcm)."
87,trường đh bách khoa ký kết thỏa thuận hợp tác với trường đh auckland (new zealand),"ngày 15/11, tại bộ giáo dục và đào tạo (gdđt) tọa đàm “thúc đẩy hợp tác giáo dục giữa việt nam và new zealand trong bối cảnh mới” đã được diễn ra với sự tham dự của thứ trưởng nguyễn văn phúc và ông grant mcpherson - giám đốc điều hành cơ quan giáo dục new zealand."
88,chuỗi sự kiện của chương trình collaborative education program (cep) trong khuôn khổ dự án aun/seed-net,"vào ngày 10 và 11 tháng 11 năm 2022 vừa qua, chương trình cep đã tiếp đón và làm việc với đoàn công tác của dự án jica-aun/seed-net trong chuyến viếng thăm trường đại học bách khoa. cũng nhân dịp này, cep đã tổ chức một số hoạt động nằm trong kế hoạch thực hiện năm 2022:"
89,"hội thảo quốc tế về đẩy mạnh liên kết đại học – công nghiệp năm 2022, chủ đề: “quốc tế hóa giáo dục đại học”",sáng ngày 11/11/2022 tại ht b4 trường đh bách khoa đã diễn ra hội thảo quốc tế về liên kết đại học – công nghiệp năm 2022 với chủ đề “quốc tế hóa giáo dục đại học”. đây là sự kiện nằm trong chuỗi hoạt động kỷ niệm 65 năm thành lập trường.
90,trường đại học bách khoa - đhqg-hcm thông báo tổ chức lễ tốt nghiệp đợt tháng 11/2022,trường đại học bách khoa - đhqg-hcm thông báo tổ chức lễ tốt nghiệp đợt tháng 11/2022
91,20 sinh viên bách khoa nhận học bổng juki năm 2022,"sáng ngày 8/11/2022, đoàn công tác từ công ty tnhh juki việt nam đã đến thăm và làm việc với trường đh bách khoa tại phòng 103 a5."
92,chào mừng ngày pháp luật việt nam năm 2022 (09/11/2022),"cùng với việc xây dựng và hoàn thiện hệ thống pháp luật, công tác phổ biến, giáo dục pháp luật, đưa pháp luật vào cuộc sống cũng như việc nâng cao ý thức chấp hành pháp luật của mỗi cá nhân, cơ quan, đơn vị trong xã hội đã trở thành yêu cầu cấp thiết, đòi hỏi cần được thực hiện thường xuyên, liên tục và hiệu quả với nhiều hình thức triển khai phù hợp. ngày pháp luật việt nam do đó được ra đời như là một trong những hình thức cụ thể nhằm đáp ứng yêu cầu vô cùng thiết thực đó."
93,nữ sinh viên bách khoa đoạt giải thưởng nữ sinh khoa học công nghệ việt nam 2022,
94,hai nhà khoa học trường đh bách khoa đạt giải thưởng sáng tạo châu á của quỹ toàn cầu hitachi năm 2022,giải thưởng sáng tạo châu á của quỹ toàn cầu hitachi năm 2022  vừa chính thức thông báo các nhà khoa học khu vực asean đạt giải năm nay.
95,"máu cho người, nụ cười cho ta!","việc hiến máu chỉ vỏn vẹn vài phút đối với chúng ta nhưng lại là cả một cuộc đời đối với những người khác. nhận thức được tầm quan trọng của việc hiến máu cũng như mong muốn lan tỏa tinh thần tương thân tương ái, lá lành đùm lá rách, trường đh bách khoa-đhqg-hcm đã tổ chức chương trình hiến máu nhân đạo tại cơ sở dĩ an (1/11) và cơ sở lý thường kiệt (2/11)."
96,giảng viên khoa cơ khí đạt giải thưởng khoa học quả cầu vàng 2022,"ts. lê thanh long (34 tuổi, khoa cơ khí - trường đh bách khoa- đhqg-hcm) vừa được hội đồng xét chọn giải thưởng quả cầu vàng 2022 công bố là 1 trong 10 gương mặt nổi bật cho giải thưởng khoa học công nghệ ""quả cầu vàng 2022""."
97,chương trình mba-mci tổ chức lễ khai giảng khóa 2022,"vừa qua, tại hội trường b4 - trường đh bách khoa-đhqg-hcm, chương trình mba-mci đã tổ chức lễ khai giảng cho học viên khóa 2022-2024. buổi lễ khai giảng đánh dấu sự khởi đầu hành trình 2 năm của học viên với những bài học thú vị cùng chương trình mba-mci"
98,"hội nghị quốc tế về môi trường, khoa học trái đất và bền vững (ices) và hội thảo khoa học & chính sách thường niên lần thứ 7","sáng 24/10/2022, hội thảo quốc tế về môi trường, khoa học trái đất và bền vững (ices) và hội nghị khoa học & chính sách thường niên lần thứ 7 đã chính thức khai mạc tại trường đh bách khoa - đhqg-hcm."
99,trường đh bách khoa đăng cai hội nghị thường niên về khoa học thông tin và máy tính lần thứ 9 (nics 2022),"sáng nay 31/10/2022, hội nghị thường niên về khoa học thông tin và máy tính lần 9 (nics 2022) đã chính thức khai mạc tại trường đh bách khoa-đhqg-hcm. sự kiện nằm trong chuỗi hoạt động kỷ niệm 65 năm thành lập trường (1957-2022)."
100,chúc mừng đội tuyển trường đh bách khoa- đhqg-hcm đạt giải nhất toàn đoàn olympic vật lý sinh viên toàn quốc lần thứ 24 năm 2022,"ngày 26/10/2022 vừa qua, olympic vật lý sinh viên toàn quốc lần thứ 24 do bộ giáo dục và đào tạo tổ chức đã khai mạc tại trường đại học phenikaa (hà nội)."
101,hội nghị bàn tròn cấp hiệu trưởng và ký kết hợp tác đa phương với đh trent và học viện quốc tế về khoa học môi trường (canada),"chiều ngày 24/10/2022, hội nghị bàn tròn cấp hiệu trưởng đã diễn ra tại hội trường a4 với sự tham dự của lãnh đạo trường đh bách khoa, đh trent (canada) và học viện quốc tế về khoa học môi trường - iies (canada)."
102,họp mặt kỷ niệm 65 năm thành lập trường đh bách khoa - đhqg-hcm,"sáng ngày 27/10/2022 tại hội trường a5, trường đh bách khoa- đhqg-hcm đã long trọng tổ chức họp mặt kỷ niệm 65 năm thành lập trường."
103,“bách khoa hội tụ” - sự kiện tiếp nối hoạt động kỷ niệm 65 năm thành lập trường đh bách khoa - đhqg-hcm,"tối ngày 26/10/2022, chương trình “bách khoa hội tụ năm 2022” - sự kiện tiếp nối hoạt động kỷ niệm 65 năm thành lập trường đã được diễn ra tại khuôn viên trường."
104,khoa kỹ thuật xây dựng đánh dấu hành trình phát triển nhân dịp kỷ niệm 65 năm thành lập trường,"nằm trong khuôn khổ chuỗi sự kiện “65 năm, ngày trở về”, sáng 22/10/2022, khoa kỹ thuật xây dựng, trường đại học bách khoa-đhqg-hcm đã long trọng tổ chức lễ kỷ niệm 65 năm ngày thành lập trường (1957 - 2022)."
105,góc tin khởi nghiệp - đổi mới sáng tạo tháng 10/2022,"góc tin khởi nghiệp - đổi mới sáng tạo tháng 10/2022 có những thông tin hoạt động chính như: hội thảo “tổng kết hoạt động khởi nghiệp đổi mới sáng tạo trường đh bách khoa - đhqg-hcm năm 2022”, hội nghị chia sẻ kinh nghiệm tổ chức hoạt động đổi mới sáng tạo trong thanh niên, sinh viên."
106,hội thảo “tổng kết hoạt động khởi nghiệp đổi mới sáng tạo trường đh bách khoa - đhqg-hcm năm 2022”,"tuần lễ đổi mới sáng tạo và chuyển đổi số thành phố hồ chí minh năm 2022 với chủ đề “chuyển đổi số - động lực mới cho sự phát triển của thành phố”, thể hiện mong muốn của thành phố hồ chí minh trong việc thúc đẩy mạnh mẽ các hoạt động đổi mới sáng tạo đặc biệt trong lĩnh vực chuyển đổi số, là một trong các nhân tố quan trọng đóng góp vào sự phát triển chung của hệ sinh thái khởi nghiệp đổi mới sáng tạo việt nam. diễn ra từ ngày 08/10 đến ngày 14/10/2022 với khoảng 30 sự kiện, tuần lễ được kỳ vọng không chỉ mang đến thông điệp về vai trò của nhà nước về kiến tạo, mà còn phát huy mạnh mẽ hơn nữa vai trò định hướng, dẫn dắt, kết nối, hợp tác và chia sẻ trong hoạt động khởi nghiệp đổi mới sáng tạo của việt nam."
107,"hội nghị chia sẻ kinh nghiệm tổ chức hoạt động đổi mới sáng tạo trong thanh niên, sinh viên","“hội nghị chia sẻ kinh nghiệm tổ chức hoạt động đổi mới sáng tạo trong thanh niên, sinh viên” nằm trong chuỗi hoạt động của hội nghị đoàn thanh niên - hội sinh viên các đại học quốc gia, đại học vùng mở rộng năm 2022 được tổ chức vào ngày 09/9/2022 tại trường đại học bách khoa – đhqg-hcm nhằm mục đích tăng cường các hoạt động giao lưu, gắn kết, trao đổi kinh nghiệm và học tập giữa các đại học quốc gia và đại học vùng."
108,bk marathon 2022: cuộc đua bứt tốc của những “đôi chân sắt” bách khoa!,"đúng 5g00 sáng nay 23/10/2022, giải chạy bk marathon 2022 đã diễn ra với sự tham dự của hơn 3.000 vận động viên, chinh phục các cự ly 21km, 10km và 5km tại khu đô thị sala (số 10 mai chí thọ, phường thủ thiêm, tp. thủ đức, tp. hồ chí minh)."
109,vietcombank tặng xe 16 chỗ cho trường đh bách khoa nhân dịp kỷ niệm 65 năm thành lập trường,"sáng nay 21/10, ngân hàng tmcp ngoại thương việt nam (vietcombank) chi nhánh hùng vương đã trao tặng xe ô tô 16 chỗ ngồi trị giá gần 900 triệu đồng cho trường đh bách khoa-đhqg-hcm sử dụng trong công tác đưa đón cán bộ giảng viên, sinh viên phục vụ đào tạo, nghiên cứu khoa học."
110,evn tài trợ 50 suất học bổng/năm cho sinh viên bách khoa giai đoạn 2022-2025,"sáng 19/10 tại hà nội, tập đoàn điện lực việt nam (evn) đã tổ chức lễ ký kết biên bản thỏa thuận tài trợ học bổng evn giai đoạn 2022 - 2025 với trường đh bách khoa - đhqg-hcm. pgs.ts nguyễn danh thảo - phó hiệu trưởng đại diện nhà trường ký kết hợp tác."
111,vòng chung kết bk talent 2022: nhiều cung bậc cảm xúc trong một đêm trình diễn tài năng bách khoa!,tối 18/10/2022 tại hội trường a5 - trường đh bách khoa đã diễn ra đêm chung kết cuộc thi bk talent mùa đầu tiên năm 2022. cuộc thi nằm trong chuỗi hoạt động chào mừng 65 năm thành lập trường (1957-2022) do trường đh bách khoa và ban đại diện cộng đồng phú thọ - bách khoa (bka) phối hợp tổ chức.
112,"hội thảo quốc tế hóa giáo dục đại học thông qua kiểm định và công nhận chất lượng bởi các tổ chức kiểm định quốc tế uy tín asiin, aqas, fibaa, cti, hceres","hội thảo có sự tham dự của hơn 150 đại biểu đến từ các phòng, ban chức năng đhqg-hcm; lãnh đạo các trường đại học thành viên đhqg-hcm; các công ty, doanh nghiệp; lãnh đạo và cán bộ phụ trách công tác kiểm định của các trường đại học ở việt nam như: đh tài chính marketing, đh bách khoa hà nội, đh mỏ-địa chất hà nội, đh đà nẵng, đh nha trang, đh kinh tế tp.hcm, đh văn lang, đh fpt, đh hoa sen, đh ngoại ngữ - tin học tp.hcm, đh tài nguyên và môi trường tp.hcm, đh công nghiệp tp. hcm, đh quốc tế miền đông, đh bình dương, đh trà vinh, đh cần thơ…"
113,trường đh bách khoa chúc mừng ngày phụ nữ việt nam 20/10!,"trong không khí phấn khởi và tự hào phụ nữ cả nước kỷ niệm 92 năm ngày thành lập hội liên hiệp phụ nữ việt nam (20/10/1930 – 20/10/2022); sáng nay 17/10, nhân dịp buổi chào cờ đầu tuần, đảng ủy, ban giám hiệu và công đoàn trường đh bách khoa-đhqg-hcm đã tặng hoa và gửi những lời chúc tốt đẹp nhất đến nữ viên chức, người lao động của trường nhân ngày ngày phụ nữ việt nam 20/10."
114,"trường đh bách khoa tuyên dương 12 tập thể, 25 cá nhân đạt danh hiệu “dân vận khéo” năm 2022","chiều 13/10 tại hội trường a4, trường đh bách khoa- đhqg-hcm tổ chức hội nghị tuyên dương “dân vận khéo” năm 2022. hội nghị nằm trong hoạt động nhằm kỷ niệm 92 năm ngày công tác dân vận của đảng (15/10/1930-15/10/2022) và 41 năm thành lập ban dân vận thành ủy (27/11/1981 - 27/11/2022)."
115,"trường đh bách khoa-đhqg-hcm: phiên họp hội đồng trường lần thứ vi, nhiệm kỳ 2020 – 2025","ngày 8/10 tại cảng quốc tế long an, hội đồng trường - trường đh bách khoa-đhqg-hcm đã tổ chức phiên họp định kỳ lần thứ vi, nhiệm kỳ 2020 – 2025 do pgs.ts lê minh phương - bí thư đảng ủy, chủ tịch hội đồng trường chủ trì với sự tham gia của các thành viên hội đồng và các đại biểu khách mời."
116,trường đh bách khoa-đhqg-hcm ký kết hợp tác với công ty cổ phần đầu tư xây dựng bcons,"sáng nay 10/10/2022 tại ht a4, trường đh bách khoa-đhqg-hcm và công ty cổ phần đầu tư xây dựng bcons đã ký kết tài trợ hợp tác trong việc phát triển các hoạt động nghiên cứu và hỗ trợ sinh viên."
117,trường đh bách khoa-đhqg hcm khai giảng năm học 2022 – 2023,"sáng nay 9/10/2022, lễ khai giảng năm học 2022 - 2023 trường đh bách khoa – đhqg-hcm đã được diễn ra tại sân a5 với sự tham dự của lãnh đạo đhqg-hcm, ban giám hiệu nhà trường, ban đại diện cộng đồng cựu sinh viên phú thọ - bách khoa, đại diện lãnh đạo các trường đh, các cơ quan, doanh nghiệp, hội cựu sinh viên tài trợ học bổng cho sinh viên nhà trường, đại diện lãnh đạo các đơn vị, cán bộ, giảng viên và gần 5.000 tân sinh viên trường đh bách khoa."
118,"sinh viên bách khoa xuất sắc đạt 02 giải cao nhất cuộc thi ""đổi mới sáng tạo kỹ thuật eprojects""","chúc mừng đội logiot - trường đh bách khoa-đhqg-hcm với “hệ thống logistics tối ưu cho tái chế hữu cơ” đã có phần trình diễn xuất sắc và đem về hai trong ba giải thưởng cao nhất của cuộc thi dự án đổi mới sáng tạo kỹ thuật eprojects ngày 27/09/2022 vừa qua, gồm: giải pháp hiệu quả nhất và đội hoạt động nhóm hiệu quả nhất."
119,quán quân the future civil engineers 2022 tiếp tục gọi tên sinh viên trường đh bách khoa!,"hai năm liên tiếp 2021 và 2022, sinh viên trường đh bách khoa-đhqg-hcm đều xuất sắc đạt giải quán quân cuộc thi “the future civil engineers”."
120,khoa kỹ thuật xây dựng: các giải thể thao lớn chào mừng 65 năm thành lập trường,"hướng đến chào mừng kỷ niệm 65 năm thành lập trường đh bách khoa - đhqg-hcm (10/1957-10/2022), khoa kỹ thuật xây dựng và ban liên lạc cựu sinh viên khoa kỹ thuật xây dựng (công chánh phú thọ - xây dựng bách khoa - bkcons) tổ chức chuỗi hoạt động ý nghĩa với chủ đề: ""65 năm, ngày trở về""."
121,chào đón tân sinh viên khóa 2022 nhập học,"sáng nay 26/9/2022, trường đh bách khoa - đhqg-hcm tổ chức đón tiếp các tân sinh viên khóa 2022 đến làm thủ tục nhập học. niềm vui xen lẫn tự hào hiện rõ trên khuôn mặt của các em khi chính thức trở thành tân sinh viên của ngôi nhà chung trường đh bách khoa - đhqg-hcm! thời gian nhập học tại trường diễn ra từ ngày 26-30/9/2022."
122,"trường đh bách khoa ký kết mou với trường đại học california, riverside","sáng nay 26/09/2022, trường đh bách khoa – đhqg-hcm đã có buổi lễ ký kết thoả thuận hợp tác chung với trường đại học california, riverside. tại buổi lễ ký kết, pgs. ts. nguyễn danh thảo-phó hiệu trưởng nhà trường và ts. marko princevac-phó hiệu trưởng trường đại học california, riverside đã đại diện 2 trường ký kết thoả thuận chung."
123,đoàn công tác trường đh bách khoa tham gia chuỗi tập huấn và hội thảo về kỹ thuật nhân đạo tại hy lạp,"từ ngày 08/09 đến 20/09/2022, đoàn công tác của trường đại học bách khoa – đhqg-hcm do pgs.ts nguyễn danh thảo làm trưởng đoàn đã tham gia chuỗi tập huấn và hội thảo về kỹ thuật nhân đạo tại đại học west attica, hy lạp trong khuôn khổ dự án enhance do erasmus+ tài trợ."
124,"trường đh bách khoa: hội nghị đối thoại lãnh đạo trường với viên chức, người lao động","sáng 16/9/2022, trường đh bách khoa-đhqg-hcm tổ chức đối thoại giữa lãnh đạo trường gồm: chủ tịch hội đồng trường, ban giám hiệu, lãnh đạo đơn vị trực thuộc với toàn thể viên chức, người lao động đầu năm học 2022-2023. pgs.ts mai thanh phong– hiệu trưởng chủ trì đối thoại."
125,bk marathon 2022 chính thức diễn ra vào ngày 23/10/2022,"cuộc thi bk marathon 2022 sẽ chính thức diễn ra vào ngày 23/10/2022 tại khu đô thị sala, tp.thủ đức, tp.hcm với 3 nội dung bao gồm: 5km, 10 km và bán marathon (21km). đây là một trong những chương trình nằm trong chuỗi hoạt động hướng đến chào mừng 65 năm thành lập trường đh bách khoa - đhqg - hcm (10/1957-10/2022)."
126,bk talent 2022 - hoạt động hướng đến chào mừng 65 năm thành lập trường đh bách khoa,"nhân dịp chào mừng 65 năm thành lập (1957 - 2022), trường đh bách khoa – đhqg-hcm phối hợp với ban đại diện cộng đồng cựu sinh viên phú thọ - bách khoa (bka) cùng tổ chức cuộc thi tìm kiếm tài năng tại trường đại học bách khoa. thời gian diễn ra từ ngày 18/09/2022 - 18/10/2022 dành cho sinh viên, cựu sinh viên, giảng viên và viên chức, người lao động đang làm việc và học tập tại trường đh bách khoa."
127,trường đh bách khoa đến thăm và làm việc với lãnh đạo các công ty hệ sinh thái,"chiều 14/9/2022, đoàn công tác của trường đh bách khoa đã đến thăm, làm việc cũng như tham quan các công ty hệ sinh thái gồm: ricons, newtecons, bm windows, sol e&c, boho décor, d&b (phan đăng lưu, phú nhuận), các công trình xây dựng gồm dự án parkland và the nexus."
128,"28 suất học bổng tổng trị giá 330 triệu đồng cho học viên cao học, nghiên cứu sinh trường đh bách khoa","sáng 14/9, hội khuyến học thương gia đài loan tại việt nam đã trao 28 suất học bổng có tổng trị giá 330 triệu đồng cho học viên cao học, nghiên cứu sinh trường đh bách khoa. trong đó 23 suất cho học viên cao học và 5 suất cho nghiên cứu sinh."
129,trường đại học bách khoa - đhqg-hcm công bố điểm trúng tuyển phương thức xét tuyển tổng hợp năm 2022,trường đại học bách khoa công bố điểm trúng tuyển theo phương thức xét tuyển tổng hợp năm 2022.
130,nhóm g7 ký kết hợp tác đẩy mạnh khoa học công nghệ và đổi mới sáng tạo,"sáng ngày 9/9/2022 tại sapa - lào cai, bảy trường đh kỹ thuật hàng đầu việt nam gồm: trường đh bách khoa - đhqg-hcm, trường đh bách khoa hà nội, trường đh bách khoa -đh đà nẵng, trường đh giao thông vận tải, trường đh mỏ-địa chất, trường đh thủy lợi, trường đh xây dựng hà nội đã cùng nhau ký kết hợp tác về khoa học công nghệ và đổi mới sáng tạo."
131,logo kỷ niệm 65 năm thành lập trường đh bách khoa - đhqg-hcm,"nhằm tuyên truyền đợt hoạt động kỷ niệm 65 năm thành lập trường đh bách khoa - đhqg-hcm (10/1957 – 10/2022), ban giám hiệu thông báo đến các đơn vị về việc sử dụng logo tuyên truyền kỷ niệm 65 năm thành lập trường như sau:"
132,trường đh bách khoa- đhqg-hcm và trường đh daegu haany (hàn quốc) hợp tác trong lĩnh vực mỹ phẩm,"trong 2 ngày liên tục, 24 và 25/8/2022, trường đh bách khoa- đhqg-hcm và trường đh daegu haany đã có những có những buổi làm việc quan trọng nhằm đẩy nhanh tiến độ dự án lupic (cultivation and support project of leading universities for international cooperation) mà hai bên đang cùng nhau triển khai thực hiện."
133,trường đh bách khoa ký kết hợp tác với tập đoàn bin corporation,"sáng 25/8/2022, trường đh bách khoa - đhqg-hcm ký kết hợp tác với tập đoàn bin corporation trong các lĩnh vực định hướng hỗ trợ cho sinh viên học tập và nghiên cứu."
134,trường đh bách khoa ký kết triển khai chương trình lixil talent match với công ty lixil việt nam,"lễ ký kết thoả thuận hợp tác giữa trường đh bách khoa và công ty tnhh lixil việt nam, cùng phối hợp triển khai chương trình lixil talent match được diễn ra vào chiều ngày 24/8/2022 vừa qua."
135,chúc mừng sinh viên trường đh bách khoa đạt giải nhất chương trình maker to entrepreneur 2022,"nhóm sinh viên trường đh bách khoa- đhqg-hcm gồm các bạn: nguyễn long hoàng, lâm hiền xương, trần tường vy, phạm kim khánh, trịnh mai hoàng anh, phạm thanh thảo nguyên với sự hướng dẫn của pgs.ts phan thị mai hà đã xuất sắc giành giải nhất của chương trình maker to entrepreneur (mep) 2022 ."
